           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
         -75.3061         -38.7245                5         0.670071        -0.132516         0.301327       -0.0592034            1.805        -0.357417
         -71.6327         -38.7245                5          0.91921        -0.181344         0.463176       -0.0910063          2.05513        -0.406812
         -67.9592         -38.7245                5           1.4027        -0.276603         0.742218        -0.145854           2.2718        -0.449671
         -64.2857         -38.7245                5           2.2632        -0.446538          1.17071        -0.230029          2.24966        -0.445476
         -60.6122         -38.7245                5          2.88926        -0.569847          1.47666        -0.290115          2.12823        -0.421777
         -56.9388         -38.7245                5          3.98242        -0.786326          1.96068        -0.385528          2.27274        -0.450304
         -53.2653         -38.7245                5          5.12481         -1.01558          2.68837        -0.531445        -0.155855        0.0363867
         -49.5918         -38.7245                5          3.90441        -0.759531          1.70149        -0.329554         -1.84404         0.375729
         -45.9184         -38.7245                5          3.16341         -0.59673         0.913875        -0.168028          -1.3054         0.262588
         -42.2449         -38.7245                5          2.84049        -0.532634         0.310171        -0.048878        -0.528848         0.072256
         -38.5714         -38.7245                5           3.2901        -0.629553        -0.265597        0.0551861         0.921399        -0.205208
          -34.898         -38.7245                5          4.96935        -0.971863         -1.39187         0.291605          2.98476        -0.644401
         -31.2245         -38.7245                5          7.31769         -1.44767         -2.63676         0.549568          5.36673         -1.14064
          -27.551         -38.7245                5          10.6803         -2.14675         -4.32396         0.911008          7.92912         -1.66451
         -23.8776         -38.7245                5          21.2391         -4.43828         -11.0182          2.34058          10.2489         -2.34422
         -20.2041         -38.7245                5          31.6153         -6.48876         -17.2707          3.56368        -0.105192        -0.071676
         -16.5306         -38.7245                5           39.413         -8.04441         -22.0175          4.49924         -16.5951          3.40551
         -12.8571         -38.7245                5          38.8612         -7.89973         -20.7554           4.2163         -38.4537          7.85513
         -9.18367         -38.7245                5          25.3684         -5.08333         -15.4266          3.08171         -53.6862          10.9141
          -5.5102         -38.7245                5          9.29323         -1.86802         -8.24559          1.64608          -56.962          11.4941
         -1.83673         -38.7245                5          -3.2297         0.652554         -3.95949         0.785186         -55.2724          11.1572
          1.83673         -38.7245                5         -9.81017          1.96784         -5.84699          1.16144         -52.7476          10.6444
           5.5102         -38.7245                5         -16.1715          3.22809         -8.81756          1.75209         -51.7285          10.4273
          9.18367         -38.7245                5         -28.6404           5.7691         -15.3177          3.08086         -47.0561          9.53911
          12.8571         -38.7245                5         -41.0971          8.34928         -22.0799          4.49681         -35.1298          7.20291
          16.5306         -38.7245                5         -43.4083          8.88606          -23.083          4.74125         -12.0317          2.43563
          20.2041         -38.7245                5         -33.7647          6.88657         -16.9976          3.48197          7.75672         -1.62813
          23.8776         -38.7245                5         -20.2907          4.15184         -9.97424          2.05575          12.0598         -2.54582
           27.551         -38.7245                5         -10.2451           2.1046         -4.86018          1.00586          13.2682          -2.7361
          31.2245         -38.7245                5          -6.2135          1.18325         -2.64029         0.503767          7.86356         -1.74796
           34.898         -38.7245                5         -3.85661         0.776091         -1.33296         0.286176          6.19009         -1.23067
          38.5714         -38.7245                5         -2.67561         0.530484         -1.01904         0.197426          4.86786        -0.946632
          42.2449         -38.7245                5         -1.54325         0.287447        -0.498712        0.0967548          3.39018        -0.709102
          45.9184         -38.7245                5         -1.24537         0.224331        -0.312148        0.0689057          2.49264        -0.518642
          49.5918         -38.7245                5        -0.962092         0.167883       -0.0972794        0.0285919          1.96506        -0.400558
          53.2653         -38.7245                5        -0.739274         0.129618       -0.0490623        0.0173393          1.66399        -0.333145
          56.9388         -38.7245                5        -0.526299        0.0930002       -0.0286797        0.0114683          1.39757        -0.273884
          60.6122         -38.7245                5         -0.37933        0.0684711       -0.0398641        0.0112186          1.13337         -0.22105
          64.2857         -38.7245                5        -0.295351        0.0550328       -0.0418115        0.0102404         0.914936        -0.179522
          67.9592         -38.7245                5        -0.191851        0.0363164       -0.0222042       0.00541783         0.763346        -0.149183
          71.6327         -38.7245                5        -0.169908         0.032131       -0.0239911       0.00560052         0.632209        -0.124082
          75.3061         -38.7245                5        -0.136545        0.0258549       -0.0266312       0.00591417         0.526277        -0.103763
          78.9796         -38.7245                5       -0.0843767        0.0162175       -0.0285092       0.00596116         0.443551       -0.0876526
          82.6531         -38.7245                5       -0.0634306        0.0122348        -0.022094       0.00457426         0.385344       -0.0760631
          86.3265         -38.7245                5       -0.0529535         0.010415       -0.0121652       0.00252722         0.326597       -0.0645698
               90         -38.7245                5       -0.0566075        0.0112115       -0.0101516       0.00212899         0.275365       -0.0546299
              -90         -35.3571                5         0.145219       -0.0287563        0.0775913       -0.0153061         0.678603        -0.134676
         -86.3265         -35.3571                5         0.285486       -0.0564828         0.100843       -0.0199026         0.862091        -0.170971
         -82.6531         -35.3571                5         0.356951       -0.0705055         0.114112       -0.0224476          1.21932        -0.241618
         -78.9796         -35.3571                5         0.502153       -0.0993863         0.199202       -0.0390835          1.56512        -0.310065
         -75.3061         -35.3571                5          0.84181        -0.166431         0.392412       -0.0771874          1.71407        -0.339559
         -71.6327         -35.3571                5          1.15166        -0.227383         0.582944        -0.114699          1.90026        -0.376386
         -67.9592         -35.3571                5           1.4317        -0.282242         0.770797        -0.151617          2.12367        -0.420546
         -64.2857         -35.3571                5          1.91982        -0.378296           1.0528        -0.207016           2.3035         -0.45616
         -60.6122         -35.3571                5          3.19556        -0.630573          1.60615        -0.316039          1.99067        -0.395207
         -56.9388         -35.3571                5          5.22136         -1.03378          2.46689        -0.485836          1.30503        -0.260594
         -53.2653         -35.3571                5           4.5497        -0.901255          2.21428        -0.438395         -2.18483         0.448979
         -49.5918         -35.3571                5          3.08903         -0.58961          1.21785        -0.231281         -2.08642         0.416292
         -45.9184         -35.3571                5          2.61081         -0.48971         0.636733        -0.111989         -1.52375         0.286936
         -42.2449         -35.3571                5          2.30493        -0.430883          0.13753       -0.0206931        -0.584766        0.0731525
         -38.5714         -35.3571                5          2.79985        -0.552035        -0.333221        0.0724329         0.573707         -0.15067
          -34.898         -35.3571                5          3.94507        -0.758669         -1.19889         0.239087          2.19779        -0.494869
         -31.2245         -35.3571                5          5.85287         -1.14881         -2.50131         0.506071          4.47791         -0.96407
          -27.551         -35.3571                5           8.6275         -1.72455         -3.95905         0.805345            6.688         -1.42502
         -23.8776         -35.3571                5          15.4613         -3.23636         -8.18019          1.74005          10.2378         -2.30432
         -20.2041         -35.3571                5          26.3049         -5.40415         -14.7021          3.02224          7.77049         -1.68149
         -16.5306         -35.3571                5          38.6878          -7.9192         -22.9987          4.70486         -7.23709          1.47233
         -12.8571         -35.3571                5          40.5042         -8.27619         -23.9169          4.87902         -28.0196          5.72139
         -9.18367         -35.3571                5          31.4501         -6.35507         -20.6227          4.15803         -47.5956          9.71491
          -5.5102         -35.3571                5          11.7563         -2.36188         -11.9842          2.39176         -56.9311          11.4886
         -1.83673         -35.3571                5          -1.9767         0.404296         -8.34554          1.65687         -55.1262          11.1382
          1.83673         -35.3571                5         -11.9514           2.3979         -9.71487          1.92838         -53.8876          10.8815
           5.5102         -35.3571                5         -19.3336          3.86718         -12.8404          2.55621         -50.9395          10.2847
          9.18367         -35.3571                5         -35.2895          7.13425         -20.4764          4.13626         -41.5235          8.46467
          12.8571         -35.3571                5          -42.347          8.65113         -24.3122          4.96802         -23.6971          4.86228
          16.5306         -35.3571                5         -40.2162          8.22369         -22.4319          4.58901          1.81778        -0.436123
          20.2041         -35.3571                5         -25.1383          5.12194          -13.352          2.71778          13.8965         -2.79872
          23.8776         -35.3571                5         -14.5023          2.94855         -7.69919          1.57244          12.1683         -2.52985
           27.551         -35.3571                5          -8.1436          1.62743         -4.39268         0.895304          11.2208         -2.36024
          31.2245         -35.3571                5         -5.31102          1.01188         -2.23839         0.444653          7.16725         -1.54197
           34.898         -35.3571                5         -3.44832         0.675497         -1.44925         0.288841          5.65805         -1.12262
          38.5714         -35.3571                5         -1.99115         0.378536        -0.848088         0.161788          4.47867        -0.911167
          42.2449         -35.3571                5         -1.27256         0.245332        -0.523395         0.102481          3.22211        -0.666647
          45.9184         -35.3571                5         -1.00165          0.18049         -0.34095         0.072672          2.33242        -0.489658
          49.5918         -35.3571                5        -0.882662         0.152701        -0.161052         0.040437          1.81373        -0.373843
          53.2653         -35.3571                5        -0.727098         0.125139       -0.0660217        0.0210476          1.53325        -0.309061
          56.9388         -35.3571                5        -0.540024        0.0937602       -0.0314787        0.0122791          1.30236        -0.256334
          60.6122         -35.3571                5        -0.383956        0.0674552       -0.0378354        0.0115728          1.09602        -0.213283
          64.2857         -35.3571                5        -0.289828        0.0529511       -0.0474907        0.0117016         0.891393        -0.174214
          67.9592         -35.3571                5         -0.20352        0.0381197       -0.0378577       0.00870035         0.739427         -0.14416
          71.6327         -35.3571                5        -0.147301        0.0280777       -0.0343698       0.00744056         0.603947        -0.117655
          75.3061         -35.3571                5        -0.134136        0.0254596       -0.0366445       0.00784001          0.50286       -0.0987054
          78.9796         -35.3571                5       -0.0942641        0.0180697       -0.0365587       0.00755877         0.423209       -0.0835201
          82.6531         -35.3571                5       -0.0685331        0.0132154       -0.0239285       0.00492579         0.367085       -0.0722976
          86.3265         -35.3571                5       -0.0587114        0.0114851       -0.0132427       0.00274248         0.311041       -0.0613556
               90         -35.3571                5       -0.0562195        0.0111015       -0.0137797        0.0028283         0.268831       -0.0532524
              -90         -31.9898                5         0.181778       -0.0359581        0.0913707       -0.0180433         0.734823        -0.145806
         -86.3265         -31.9898                5         0.346992       -0.0685961         0.150941       -0.0298353         0.931982        -0.184807
         -82.6531         -31.9898                5         0.109592       -0.0212931      -0.00678507       0.00171318          1.54313         -0.30553
         -78.9796         -31.9898                5         0.539766        -0.106554         0.217785       -0.0426918           1.5909        -0.315123
         -75.3061         -31.9898                5         0.940134        -0.185722         0.439677       -0.0865041          1.67591         -0.33205
         -71.6327         -31.9898                5           1.3107        -0.258796         0.658892        -0.129724          1.79814        -0.356309
         -67.9592         -31.9898                5          1.65145        -0.325778         0.875428        -0.172351           1.9576          -0.3879
         -64.2857         -31.9898                5          2.94429        -0.580915          1.54683        -0.305455          2.32663        -0.462625
         -60.6122         -31.9898                5          4.94285        -0.979233          2.42401        -0.478415           1.8658        -0.373139
         -56.9388         -31.9898                5          4.90642        -0.971928          2.50925         -0.49338        -0.969857         0.202173
         -53.2653         -31.9898                5          3.57434        -0.697118          1.68927        -0.324912         -2.24243         0.457746
         -49.5918         -31.9898                5          2.60006        -0.488813         0.936208        -0.173059         -2.10853         0.410815
         -45.9184         -31.9898                5          2.08914        -0.387506         0.436504       -0.0735122         -1.52932         0.276721
         -42.2449         -31.9898                5          1.91259        -0.357247       0.00829905       0.00072639        -0.733629         0.105389
         -38.5714         -31.9898                5          2.20465        -0.493042        -0.332233         0.101243         0.294486       -0.0865277
          -34.898         -31.9898                5           3.2856        -0.644628         -1.09769         0.222137          1.75062         -0.40146
         -31.2245         -31.9898                5          4.38337        -0.837292         -2.01395         0.391385          3.26658        -0.735898
          -27.551         -31.9898                5           7.0482         -1.37866         -3.81665         0.749998          5.53329         -1.16226
         -23.8776         -31.9898                5           11.287         -2.29446          -6.2661          1.27295           8.3052         -1.78116
         -20.2041         -31.9898                5          18.0076          -3.7036          -10.454          2.13873           11.866         -2.52257
         -16.5306         -31.9898                5          32.5151         -6.66594         -19.1551          3.91848          3.63016         -0.80352
         -12.8571         -31.9898                5          41.9285         -8.61013         -25.3357          5.18663         -17.9513          3.65304
         -9.18367         -31.9898                5          36.4579         -7.42652         -24.2082          4.90906          -38.367          7.85255
          -5.5102         -31.9898                5          17.7139          -3.5482         -16.1239          3.20851         -59.3528          12.0086
         -1.83673         -31.9898                5         -1.01694         0.213278         -11.8437          2.35016         -55.1586          11.1508
          1.83673         -31.9898                5         -14.5692          2.92944         -13.3858          2.65677         -56.1534          11.3447
           5.5102         -31.9898                5         -26.0892           5.2512          -17.941          3.59366         -48.9873          9.93433
          9.18367         -31.9898                5         -40.4762          8.22724         -24.2279          4.91811         -34.9671          7.16207
          12.8571         -31.9898                5         -41.6197          8.51887         -24.4614          5.00197         -10.7327          2.17259
          16.5306         -31.9898                5         -32.6961          6.65942         -19.3193          3.92971          11.9509         -2.47788
          20.2041         -31.9898                5           -18.08          3.71619         -9.94451           2.0637          12.4057         -2.67498
          23.8776         -31.9898                5         -12.0021          2.39481          -6.6481          1.33214          10.9405         -2.23606
           27.551         -31.9898                5         -6.85157          1.33115         -3.80831         0.745568          9.02217          -1.9071
          31.2245         -31.9898                5         -4.55575         0.864346         -2.14785         0.422026          6.87617         -1.43228
           34.898         -31.9898                5         -3.00953         0.578934         -1.32646         0.261853          5.19871          -1.0483
          38.5714         -31.9898                5         -1.69179         0.332285        -0.756045         0.152307          3.89452        -0.791142
          42.2449         -31.9898                5          -1.2189         0.230518        -0.533818         0.105889          2.95765        -0.614831
          45.9184         -31.9898                5        -0.881271         0.160929        -0.374558        0.0784635           2.2373        -0.470457
          49.5918         -31.9898                5        -0.713843         0.120283        -0.224577        0.0521699          1.61789        -0.341629
          53.2653         -31.9898                5        -0.644378         0.107591        -0.101056         0.028336          1.34391          -0.2753
          56.9388         -31.9898                5        -0.541407        0.0924864       -0.0340738        0.0130126          1.18828        -0.235428
          60.6122         -31.9898                5        -0.381045         0.065341       -0.0389592        0.0120322          1.02279        -0.199695
          64.2857         -31.9898                5        -0.285911        0.0507862        -0.046209        0.0117333         0.851861        -0.165931
          67.9592         -31.9898                5        -0.206878        0.0377982       -0.0494546        0.0111856         0.707069        -0.137493
          71.6327         -31.9898                5        -0.150311        0.0282169        -0.039453       0.00853681           0.5871        -0.113955
          75.3061         -31.9898                5        -0.132189        0.0250416        -0.038555       0.00818804         0.486013        -0.095019
          78.9796         -31.9898                5       -0.0985842        0.0188837       -0.0409133       0.00841264         0.403304       -0.0794143
          82.6531         -31.9898                5       -0.0666542        0.0128814       -0.0221776       0.00455332         0.349247       -0.0685593
          86.3265         -31.9898                5        -0.056564        0.0109987       -0.0152854       0.00314883           0.3021       -0.0594843
               90         -31.9898                5       -0.0554221        0.0109044       -0.0169538        0.0034418         0.260714       -0.0515676
              -90         -28.6224                5         0.222185       -0.0439285        0.0981113       -0.0193887         0.784163        -0.155571
         -86.3265         -28.6224                5         0.412347        -0.081478         0.193999       -0.0383762         0.994993        -0.197278
         -82.6531         -28.6224                5          0.24946       -0.0488653        0.0868419       -0.0168655          1.53601        -0.304118
         -78.9796         -28.6224                5         0.503964       -0.0990965         0.192549       -0.0376328          1.66944        -0.330531
         -75.3061         -28.6224                5         0.965042        -0.190387         0.443124       -0.0871535          1.69049        -0.334889
         -71.6327         -28.6224                5          1.39631        -0.275585         0.691021        -0.136082          1.74877         -0.34658
         -67.9592         -28.6224                5          2.22173        -0.438783          1.20669        -0.238488          2.16976        -0.431311
         -64.2857         -28.6224                5          3.60769        -0.710091          1.90996        -0.376574          1.75944        -0.348802
         -60.6122         -28.6224                5          4.84097        -0.956723          2.50697        -0.494748        -0.250725        0.0544047
         -56.9388         -28.6224                5          4.09493        -0.808699          2.04305        -0.402561         -2.04468         0.397082
         -53.2653         -28.6224                5          2.86325        -0.547357          1.27335        -0.239395         -2.52384         0.506881
         -49.5918         -28.6224                5          2.15238        -0.400347         0.684065        -0.121173          -2.1832         0.420891
         -45.9184         -28.6224                5          1.76615        -0.321981         0.298647       -0.0454617         -1.58774         0.287208
         -42.2449         -28.6224                5          1.67157        -0.314605       -0.0662181        0.0202391        -0.851291         0.139478
         -38.5714         -28.6224                5          1.71583        -0.376631        -0.299161        0.0845574        0.0852159       -0.0193572
          -34.898         -28.6224                5          2.54919        -0.505992        -0.918293         0.187544          1.34513        -0.293502
         -31.2245         -28.6224                5          3.54892        -0.676016         -1.74352         0.334084           2.7193        -0.603008
          -27.551         -28.6224                5          4.91214        -0.945918         -2.85553         0.551652          4.22475        -0.911763
         -23.8776         -28.6224                5          7.71957         -1.56663         -4.65372         0.939424          6.29103         -1.32923
         -20.2041         -28.6224                5           12.991         -2.69147         -7.90232          1.63167          10.3903         -2.15168
         -16.5306         -28.6224                5          23.7268         -4.85533         -15.0756          3.07364          9.17651         -1.91427
         -12.8571         -28.6224                5           36.513         -7.50496         -22.5182          4.60008         -7.19213          1.42571
         -9.18367         -28.6224                5          38.9142         -7.99213         -26.4439          5.38842         -25.8375          5.27273
          -5.5102         -28.6224                5          26.7972         -5.42131         -22.8368          4.58273         -51.8494          10.6125
         -1.83673         -28.6224                5          4.60109        -0.891335         -17.9394          3.55776          -57.655          11.6707
          1.83673         -28.6224                5         -16.3602          3.29751          -17.089          3.39675         -54.7763          11.0834
           5.5102         -28.6224                5         -31.5655          6.40274         -22.2439          4.47784         -42.9952          8.75399
          9.18367         -28.6224                5         -42.9226          8.78368         -26.4515          5.39422         -23.1776          4.73754
          12.8571         -28.6224                5         -37.5066          7.67404         -23.2701          4.75346         0.719681        -0.203395
          16.5306         -28.6224                5         -24.2668          4.94953         -14.7313          3.00511          12.4304         -2.56544
          20.2041         -28.6224                5         -13.9668          2.79967         -8.22819          1.62147          11.2162          -2.3811
          23.8776         -28.6224                5          -8.5699          1.69688         -4.78186         0.951026          9.61737         -2.03006
           27.551         -28.6224                5         -5.18895         0.999616         -3.04203          0.56887          8.06614         -1.68621
          31.2245         -28.6224                5         -3.43732         0.666886         -1.87186         0.365915          6.13139         -1.28299
           34.898         -28.6224                5         -2.23087         0.437427         -1.13304         0.222388          4.60876        -0.939167
          38.5714         -28.6224                5         -1.45918         0.283303        -0.767577         0.149029          3.49657        -0.713397
          42.2449         -28.6224                5         -1.09473         0.208755        -0.566243         0.111478          2.73062        -0.566916
          45.9184         -28.6224                5        -0.724592         0.135282        -0.402194        0.0800343          2.11872        -0.441147
          49.5918         -28.6224                5         -0.56155        0.0959779        -0.290904        0.0622262          1.53883        -0.326774
          53.2653         -28.6224                5        -0.534139         0.087653        -0.146352         0.035683          1.18748        -0.247561
          56.9388         -28.6224                5        -0.521777        0.0879257       -0.0280159        0.0114608          1.00137        -0.199834
          60.6122         -28.6224                5        -0.383809        0.0645792       -0.0357108        0.0115252         0.933127        -0.183303
          64.2857         -28.6224                5        -0.276175        0.0474638       -0.0421271        0.0113357         0.816833        -0.158541
          67.9592         -28.6224                5        -0.207137        0.0367442       -0.0522477        0.0119671          0.66863        -0.129533
          71.6327         -28.6224                5        -0.166641        0.0304319       -0.0456923        0.0100419         0.562716        -0.109155
          75.3061         -28.6224                5        -0.127909        0.0240649       -0.0395115       0.00837549         0.468119       -0.0911533
          78.9796         -28.6224                5       -0.0959227         0.018383       -0.0416824       0.00854252          0.38382       -0.0753358
          82.6531         -28.6224                5        -0.067102        0.0129227       -0.0243804       0.00500612         0.334015       -0.0654664
          86.3265         -28.6224                5       -0.0540074        0.0104253       -0.0168741       0.00346935         0.291576       -0.0573057
               90         -28.6224                5       -0.0542155        0.0106203        -0.019674       0.00396948         0.251013       -0.0495755
              -90         -25.2551                5          0.26644       -0.0526675        0.0978129       -0.0193422         0.826623        -0.163969
         -86.3265         -25.2551                5         0.481549       -0.0951285         0.230019       -0.0455252          1.05112        -0.208383
         -82.6531         -25.2551                5          0.43208       -0.0849885         0.195581       -0.0384752          1.49018        -0.295081
         -78.9796         -25.2551                5          0.57931        -0.113806         0.237884        -0.046653          1.67859        -0.332275
         -75.3061         -25.2551                5         0.916537        -0.180428         0.402751       -0.0791356          1.75784        -0.348076
         -71.6327         -25.2551                5          1.53143        -0.302207         0.842283        -0.166428          2.12894        -0.422601
         -67.9592         -25.2551                5          2.76298        -0.544839           1.5028        -0.297227          1.74082        -0.345437
         -64.2857         -25.2551                5          4.00463        -0.790113          2.15866        -0.428013         0.624049         -0.12324
         -60.6122         -25.2551                5          4.64448        -0.916252          2.35418        -0.466781          -1.3781         0.276433
         -56.9388         -25.2551                5          3.45825        -0.673737          1.64725        -0.322953         -2.68507         0.541087
         -53.2653         -25.2551                5          2.33552        -0.437987         0.902114        -0.166754         -2.64522         0.517795
         -49.5918         -25.2551                5          1.74717        -0.319951         0.468779       -0.0794491         -2.22269         0.423668
         -45.9184         -25.2551                5          1.41183        -0.260196         0.117271       -0.0186882         -1.65947         0.291065
         -42.2449         -25.2551                5          1.41841        -0.262833        -0.166452        0.0331573         -1.03867         0.169074
         -38.5714         -25.2551                5            1.586        -0.310017         -0.43701        0.0871295        -0.311657        0.0299284
          -34.898         -25.2551                5            2.032        -0.389713        -0.836842         0.158647         0.861341        -0.205081
         -31.2245         -25.2551                5          2.75861        -0.526598         -1.47129         0.278388          2.18204        -0.484935
          -27.551         -25.2551                5          3.62252         -0.69364         -2.20133         0.419247          3.38627        -0.730397
         -23.8776         -25.2551                5          5.89155         -1.18199         -3.86997         0.763239          5.17843         -1.06612
         -20.2041         -25.2551                5          9.42629         -1.92369         -6.40145          1.29638          7.70445         -1.59701
         -16.5306         -25.2551                5          17.1286         -3.53919         -12.0425           2.4711          9.34262         -1.99317
         -12.8571         -25.2551                5          30.5301          -6.2665          -20.363          4.14645          3.17612        -0.709148
         -9.18367         -25.2551                5          37.2382         -7.66989         -26.0596          5.31106         -16.0228          3.24415
          -5.5102         -25.2551                5          31.0293         -6.37966         -27.2795          5.52007         -40.4979          8.30113
         -1.83673         -25.2551                5          3.66166        -0.709784         -22.8906          4.53243         -61.5018          12.5431
          1.83673         -25.2551                5         -19.0024          3.85791         -23.4281          4.66621         -52.3876          10.6462
           5.5102         -25.2551                5         -36.6531          7.49033         -26.3051          5.32449         -34.6012          7.07838
          9.18367         -25.2551                5         -40.2292           8.2563         -25.9493          5.29268         -11.0531          2.23265
          12.8571         -25.2551                5         -30.6078          6.25469         -20.0824          4.08834           8.5835         -1.81775
          16.5306         -25.2551                5         -17.2861            3.538         -11.1299          2.26672          11.5866         -2.42413
          20.2041         -25.2551                5         -9.58932          2.01117         -6.15561          1.25588          10.7239         -2.38808
          23.8776         -25.2551                5         -6.17909          1.22496         -3.80488         0.739756          9.31763         -1.93929
           27.551         -25.2551                5         -4.24877         0.820679         -2.76284         0.514008          6.99698          -1.4392
          31.2245         -25.2551                5         -2.74718         0.532528         -1.74017         0.340509          5.15598         -1.06119
           34.898         -25.2551                5         -1.61977         0.318607        -0.976899         0.195679           3.9299        -0.792029
          38.5714         -25.2551                5         -1.29145         0.247303        -0.759391          0.14681          3.12741        -0.638258
          42.2449         -25.2551                5        -0.905413         0.172643        -0.520229         0.103791          2.38693        -0.499816
          45.9184         -25.2551                5        -0.638832         0.118965        -0.382254        0.0757393          1.92249        -0.404374
          49.5918         -25.2551                5        -0.490892        0.0846489        -0.289982        0.0610903          1.44624        -0.311375
          53.2653         -25.2551                5        -0.449651        0.0714517        -0.166887        0.0393649          1.06451        -0.228824
          56.9388         -25.2551                5        -0.457024        0.0714128       -0.0703596        0.0212554         0.867639        -0.176965
          60.6122         -25.2551                5        -0.395993        0.0653881       -0.0311527        0.0105494          0.82873        -0.163319
          64.2857         -25.2551                5        -0.285506        0.0481368       -0.0337273       0.00966685         0.752217        -0.145764
          67.9592         -25.2551                5        -0.211504        0.0366765       -0.0464993        0.0110647         0.627766        -0.121324
          71.6327         -25.2551                5        -0.174515         0.031193       -0.0471335        0.0104754         0.529506         -0.10269
          75.3061         -25.2551                5        -0.129939        0.0239968       -0.0441702       0.00934449           0.4404       -0.0856284
          78.9796         -25.2551                5       -0.0893748        0.0171151       -0.0407605       0.00833386         0.364893       -0.0713722
          82.6531         -25.2551                5       -0.0704782        0.0134981       -0.0298634       0.00612102         0.318619       -0.0624295
          86.3265         -25.2551                5       -0.0559442        0.0107408       -0.0215589        0.0044117         0.277659       -0.0545244
               90         -25.2551                5       -0.0525997        0.0102491       -0.0219403       0.00441134         0.239728       -0.0472761
              -90         -21.8878                5         0.314544       -0.0621751        0.0904757       -0.0179038         0.862205        -0.171002
         -86.3265         -21.8878                5           0.5546        -0.109548         0.258999       -0.0512823          1.10038        -0.218122
         -82.6531         -21.8878                5         0.604011        -0.119003         0.284552        -0.056176          1.43744        -0.284666
         -78.9796         -21.8878                5         0.770722        -0.151673         0.345213       -0.0680277          1.60086        -0.316921
         -75.3061         -21.8878                5          1.57261         -0.30833         0.683293        -0.133935          2.00984        -0.398609
         -71.6327         -21.8878                5          2.44729        -0.481088          1.17917        -0.232034          1.88798        -0.375614
         -67.9592         -21.8878                5          3.17522        -0.629315          1.62048        -0.323177         0.965379        -0.192191
         -64.2857         -21.8878                5          3.96714        -0.788795          2.10431        -0.422205        -0.653368         0.128854
         -60.6122         -21.8878                5          4.00008        -0.788323            1.956        -0.389542         -2.39355         0.478948
         -56.9388         -21.8878                5          2.75082        -0.521054          1.13931        -0.219929         -3.29087         0.656096
         -53.2653         -21.8878                5          1.91286        -0.350504         0.633652         -0.11561         -2.68535         0.517614
         -49.5918         -21.8878                5          1.42367        -0.257741          0.30347       -0.0476691          -2.3772         0.434442
         -45.9184         -21.8878                5          1.17133        -0.218997        0.0402299       -0.0045789         -1.74427         0.313643
         -42.2449         -21.8878                5          1.12556        -0.215077        -0.223009         0.045117         -1.24701         0.213342
         -38.5714         -21.8878                5          1.29747        -0.246616        -0.487947        0.0920825        -0.616892        0.0868326
          -34.898         -21.8878                5          1.56436        -0.304504        -0.793111         0.151773         0.379505        -0.106343
         -31.2245         -21.8878                5          2.07564        -0.400399         -1.23669         0.234742          1.52502        -0.340341
          -27.551         -21.8878                5          2.60786        -0.498866         -1.76885         0.334237           2.5496        -0.558848
         -23.8776         -21.8878                5          4.57685        -0.892388         -3.22553          0.62254          3.77139        -0.814152
         -20.2041         -21.8878                5          7.16929         -1.45334          -5.2251          1.03682          5.25121         -1.18246
         -16.5306         -21.8878                5          11.5507         -2.37355         -8.66118          1.78687          8.88083         -1.76098
         -12.8571         -21.8878                5          20.9935         -4.33215         -16.3591          3.33139          4.57862         -1.00473
         -9.18367         -21.8878                5           33.226         -6.86684         -25.4572           5.1963         -7.17099          1.41085
          -5.5102         -21.8878                5          30.4221         -6.30136         -28.8147          5.85739         -29.0127          5.95492
         -1.83673         -21.8878                5          12.4713         -2.58571           -29.17          5.88242          -46.729          9.65345
          1.83673         -21.8878                5         -18.5255          3.80325         -28.8081          5.76783         -49.2589          10.1025
           5.5102         -21.8878                5         -37.9933          7.82894         -29.1521          5.92963          -22.827          4.66546
          9.18367         -21.8878                5         -34.6869          7.11914         -23.7553          4.83055         0.105881       -0.0732707
          12.8571         -21.8878                5         -23.6234          4.82987          -16.276          3.29878           11.417         -2.38761
          16.5306         -21.8878                5         -12.7048           2.5905         -9.30969          1.87806           11.979         -2.50235
          20.2041         -21.8878                5         -7.22501          1.46484         -5.17364          1.03122          10.5337         -2.21542
          23.8776         -21.8878                5         -4.81824         0.911692          -3.5123         0.635856          7.04782          -1.5272
           27.551         -21.8878                5         -3.42654         0.635137         -2.40745         0.448193           5.8968         -1.22759
          31.2245         -21.8878                5         -2.10574         0.407516         -1.54985         0.300658          4.32925        -0.873231
           34.898         -21.8878                5         -1.41536          0.27113         -1.01059         0.197242          3.34969        -0.679832
          38.5714         -21.8878                5         -1.03836         0.199362        -0.712433         0.137971          2.67266        -0.552359
          42.2449         -21.8878                5        -0.717969         0.138533        -0.468081        0.0917662          2.10452        -0.441937
          45.9184         -21.8878                5        -0.531417         0.100965          -0.3629        0.0705156           1.7058        -0.362459
          49.5918         -21.8878                5        -0.402393        0.0693623        -0.288684        0.0589816          1.32065        -0.288244
          53.2653         -21.8878                5         -0.33044        0.0488338         -0.18528        0.0419919         0.955618        -0.210817
          56.9388         -21.8878                5        -0.393098        0.0588247       -0.0826359        0.0225227          0.75577        -0.158566
          60.6122         -21.8878                5        -0.407076        0.0636292       -0.0140632       0.00919272         0.713408        -0.140618
